State,Action,NextState
[ 0.49554107 -0.8685845   0.13743936],[1.143794],[ 0.4805977  -0.8769412  -0.34242994]
[-0.2914688   0.95658034 -0.10523496],[1.8915857],[-0.3340139   0.9425681   0.89593816]
[-0.2058085  0.9785923  0.5906207],[0.2631955],[-0.27202046  0.9622915   1.3640442 ]
[-0.47602347 -0.87943256  0.94638485],[0.77658194],[-0.45819423 -0.8888521   0.40329772]
[-0.5474004  -0.83687085  0.00550912],[-0.7174052],[-0.5775648  -0.81634486 -0.7297548 ]
[ 0.04956483 -0.9987709   0.81781167],[0.68426776],[ 0.05812106 -0.99830955  0.17137365]
[-0.48960835  0.87194246 -0.21384385],[0.62334514],[-0.51269543  0.8585706   0.53361475]
[ 0.92525256 -0.3793517   0.50226057],[-1.7412869],[ 0.9244263  -0.38136074 -0.04344622]
[ 0.9886218  -0.15042274 -0.50649494],[0.48693627],[ 0.9841449  -0.17736608 -0.54627156]
[0.9040802 0.4273628 0.8414144],[-0.6098644],[0.8799228  0.47511667 1.0704569 ]
[-0.7627047   0.64674693  0.5564547 ],[0.20568758],[-0.79626954  0.604942    1.072368  ]
[0.96060055 0.27793264 0.9375738 ],[0.04779406],[0.94298756 0.33282793 1.1531924 ]
[-0.853274    0.52146286  0.44074097],[1.4818734],[-0.8795606  0.4757869  1.0541191]
[-0.21497801  0.9766189   0.91930556],[1.9392295],[-0.30867723  0.95116687  1.9426541 ]
[ 0.9088901   0.4170356  -0.03435947],[1.1377828],[0.8992976  0.4373372  0.44908467]
[ 0.8883895 -0.4590904  0.5302625],[-1.5946627],[ 0.88716394 -0.46145433 -0.05325474]
[-0.9894927   0.14458285 -0.7776723 ],[-1.5420895],[-0.9819818   0.18897557 -0.9005486 ]
[ 0.9999875   0.00500001 -0.04981606],[-1.0853326],[ 0.99998516 -0.00544324 -0.20886594]
[ 0.26322588  0.9647342  -0.87347883],[0.34534523],[ 0.26795602  0.9634311  -0.0981264 ]
[-0.65517545  0.7554768  -0.2036015 ],[-1.1794336],[-0.6621764   0.74934804  0.18609104]
[-0.3534553 -0.9354514 -0.6707514],[-1.6181158],[-0.4277618 -0.9038915 -1.6150573]
[ 0.7948987  -0.60674214 -0.4162314 ],[-0.9684848],[ 0.7630459 -0.6463443 -1.0165608]
[0.8039603  0.594683   0.70382005],[-0.58618844],[0.77126735 0.6365113  1.0619041 ]
[ 0.59641296  0.80267775 -0.6977123 ],[-1.8699777],[ 0.61140496  0.7913179  -0.37620068]
[-0.5286354   0.848849    0.14650469],[-1.7577543],[-0.55050254  0.8348335   0.5194783 ]
[ 0.32553115  0.9455313  -0.0876302 ],[-0.27460656],[0.2979621  0.9545777  0.58032733]
[ 0.43414757 -0.9008418  -0.43998644],[-1.6366893],[ 0.3718821  -0.92827994 -1.3611212 ]
[-0.8589198  0.5121102 -0.9162718],[-1.980614],[-0.83695346  0.5472741  -0.8292813 ]
[-0.8873375  -0.46112058  0.5211795 ],[0.01132006],[-0.88322103 -0.46895698  0.17703709]
[-0.35286772  0.93567324  0.68101776],[-0.06173132],[-0.41624337  0.90925324  1.373513  ]
[-0.9300694  -0.3673839  -0.69592124],[-1.4269953],[-0.9502    -0.3116407 -1.1855085]
[ 0.84035456 -0.54203707  0.79057544],[-0.7170586],[ 0.8477674  -0.5303682   0.27648884]
[0.97684497 0.21394846 0.5084272 ],[-0.96388507],[0.97090125 0.23948029 0.52430576]
[0.8372728  0.54678535 0.7071715 ],[1.1792899],[0.800164  0.5997813 1.294154 ]
[ 0.05610128 -0.99842507  0.85943806],[-0.04631722],[ 0.06127593 -0.99812084  0.10367168]
[ 0.5019616  -0.8648899  -0.13730307],[-1.621126],[ 0.4568122  -0.88956314 -1.0291394 ]
[-0.89586985 -0.44431654  0.8021744 ],[-1.7469128],[-0.8912256  -0.45356038  0.20690009]
[ 0.5031285  -0.8642116   0.11477596],[0.62580925],[ 0.48401704 -0.8750586  -0.43951136]
[-0.27805704 -0.96056455 -0.6737568 ],[1.4056975],[-0.33437037 -0.94244176 -1.1833256 ]
[-0.33733305  0.9413854   0.19337195],[-0.37906894],[-0.37668028  0.9263433   0.84255064]
[-0.9371225   0.34900057  0.23920403],[-1.5552293],[-0.9417093   0.3364277   0.26767007]
[0.6322048 0.7748013 0.8820159],[0.2871859],[0.5721179 0.8201714 1.5061947]
[-0.11679538 -0.993156    0.5370185 ],[-0.21193445],[-0.12868664 -0.99168533 -0.23963867]
[-0.03738356  0.999301    0.35394764],[-1.4719964],[-0.08143319  0.9966788   0.8826239 ]
[ 0.9743896   0.22486633 -0.5327461 ],[-1.0728364],[ 0.9799562   0.19921301 -0.5250218 ]
[-0.30057475  0.95375824 -0.947623  ],[-1.9010477],[-0.27580026  0.96121496 -0.5174615 ]
[-0.44979137  0.89313364 -0.27798882],[-1.1938474],[-0.45926797  0.88829774  0.21278432]
[0.99614906 0.08767592 0.4672522 ],[0.40901646],[0.99310404 0.11723649 0.5943616 ]
[ 0.8476082   0.53062254 -0.30807272],[-1.6987277],[ 0.85195476  0.5236154  -0.16491497]
[ 0.75152457  0.65970504 -0.20090853],[-1.0573337],[0.7470455  0.66477287 0.13527022]
[ 0.9872986  -0.1588758   0.11475319],[1.8773936],[ 0.98940575 -0.14517674  0.27720538]
[-0.4678848  -0.8837895   0.43625224],[-0.7930116],[-0.48308355 -0.8755743  -0.3455416 ]
[0.7813894  0.6240437  0.85051525],[-1.3897153],[0.7455666  0.66643107 1.1100907 ]
[ 0.9613517   0.2753233  -0.66705495],[0.0225338],[ 0.96739364  0.25327763 -0.4571824 ]
[-0.68516153  0.7283912  -0.22651531],[0.12694298],[-0.6974023  0.7166799  0.3388195]
[-0.12357452  0.9923353  -0.3616634 ],[-0.0114158],[-0.14244878  0.9898022   0.3808757 ]
[0.34463555 0.93873656 0.9229713 ],[0.75470644],[0.26175392 0.9651346  1.7402297 ]
[-0.96493566  0.2624865  -0.2959136 ],[0.915957],[-0.9654372   0.260636    0.03834481]
[-0.43962586  0.898181    0.47814247],[0.97879136],[-0.49697727  0.8677636   1.298597  ]
[ 0.8104111 -0.5858616 -0.6872886],[1.8446379],[ 0.784788  -0.6197643 -0.8499891]
[ 0.01953154 -0.99980927 -0.8041376 ],[0.2670426],[-0.0561346 -0.9984232 -1.5139381]
[ 0.43947688 -0.8982539   0.08646538],[0.4828462],[ 0.41621286 -0.9092672  -0.5147981 ]
[-0.7876301  -0.6161484  -0.14242381],[-1.6164706],[-0.8130101 -0.5822495 -0.8470057]
[-0.79664356  0.6044494   0.5353897 ],[1.2618604],[-0.83084375  0.5565058   1.1780058 ]
[ 0.769196   -0.63901293  0.27522412],[-0.23989257],[ 0.761472   -0.64819777 -0.24001946]
[ 0.9913118   0.13153318 -0.78843   ],[0.16482247],[ 0.9951368   0.09850261 -0.66505677]
[-0.38306513  0.9237213  -0.94164014],[1.7684526],[-0.38382334  0.92340654  0.01641877]
[ 0.9351553  -0.35423803  0.18080606],[-0.7720036],[ 0.93155396 -0.3636031  -0.20067301]
[-0.97937757  0.20203868 -0.34319285],[1.4579767],[-0.9796497   0.20071474  0.02703266]
[0.99878967 0.04918533 0.5170437 ],[1.9949162],[0.9957835  0.09173454 0.85317016]
[-0.17484841  0.98459536  0.79401   ],[-1.6347424],[-0.23781341  0.97131085  1.2872452 ]
[-0.8620719  -0.50678605 -0.8490301 ],[1.715053],[-0.8856709  -0.46431357 -0.97186166]
[-0.16468927  0.9863455   0.23342212],[-0.14875907],[-0.21137969  0.977404    0.95086735]
[-0.14986123 -0.98870707  0.707356  ],[-0.7684549],[-0.15724473 -0.9875597  -0.14944255]
[0.15774801 0.9874794  0.4199269 ],[-0.55212337],[0.10433357 0.99454236 1.077718  ]
[ 0.91312987  0.40766886 -0.60299397],[-0.18109973],[ 0.91962194  0.39280456 -0.32440728]
[-0.34030312  0.9403158   0.760442  ],[1.84872],[-0.42085585  0.9071275   1.7429868 ]
[ 0.10010298  0.99497706 -0.01796433],[0.9160043],[0.05695662 0.99837667 0.86566913]
[-0.88165414  0.4718961  -0.03613655],[0.9781886],[-0.8923755   0.45129365  0.4645138 ]
[ 0.7903049   0.6127138  -0.44215527],[-0.15643676],[ 0.7904913   0.6124733  -0.00608543]
[ 0.38958943 -0.9209886  -0.8139412 ],[-0.78598917],[ 0.31367102 -0.94953173 -1.622581  ]
[ 0.88317406 -0.46904537  0.3087004 ],[-1.577347],[ 0.8765287  -0.48134968 -0.27968568]
[ 0.35291374  0.9356559  -0.11326249],[-1.6331837],[0.3367925  0.94157887 0.34350187]
[ 0.59286654 -0.8053008   0.29308408],[0.8576171],[ 0.58550376 -0.8106697  -0.1822489 ]
[ 0.71678895 -0.6972902  -0.25087574],[1.3438431],[ 0.6965465  -0.71751165 -0.5722669 ]
[ 0.25994784 -0.96562266  0.02020216],[-1.5969518],[ 0.21411948 -0.9768075  -0.9435576 ]
[ 0.7473663 -0.6644122  0.0897706],[1.2261431],[ 0.73985744 -0.6727637  -0.22461708]
[ 0.1585084 -0.9873576 -0.1436524],[0.30248362],[ 0.11697148 -0.9931353  -0.83879805]
[-0.551945   -0.83388054 -0.36741534],[1.8933897],[-0.58114564 -0.81379956 -0.7088173 ]
[ 0.42618716 -0.904635   -0.5057385 ],[-0.05926039],[ 0.37149486 -0.928435   -1.1931038 ]
[ 0.9886595   0.1501746  -0.28494382],[-0.87435305],[ 0.9908242   0.13515668 -0.3034658 ]
[ 0.4006342  -0.91623807  0.87889725],[1.7412999],[ 0.42127854 -0.9069313   0.45291364]
[-0.1517468   0.9884194   0.04403324],[0.9182137],[-0.1971885   0.9803656   0.92307985]
[-0.9995049  -0.03146302  0.60581034],[-0.14901966],[-0.9982327  -0.05942619  0.5598601 ]
[-0.12309287 -0.99239516 -0.5201049 ],[0.67473096],[-0.1805695  -0.98356223 -1.1631917 ]
[-0.95568997 -0.29437503 -0.3150771 ],[1.7524643],[-0.95961887 -0.28130338 -0.2729887 ]
[-0.677257  -0.7357465 -0.7810711],[1.4919847],[-0.71699524 -0.69707805 -1.1090833 ]
[ 0.96231985 -0.27192006  0.5117911 ],[-1.4052312],[ 0.96362823 -0.26724643  0.09706641]
[-0.59486413 -0.8038263  -0.52948713],[-1.7745851],[-0.64957386 -0.7602985  -1.3985447 ]
[ 0.7197108  -0.69427395  0.49393135],[0.61915123],[ 0.72200143 -0.69189155  0.06609859]
[ 0.7574073  -0.6529427  -0.47154278],[0.3070045],[ 0.72674626 -0.68690604 -0.9151991 ]
[-0.64681756  0.76264477  0.751536  ],[-0.4629019],[-0.6933361  0.7206143  1.2540842]
[ 0.9805782  -0.19612874 -0.25039336],[-0.6844377],[ 0.9753673  -0.22058694 -0.50015557]
[-0.9966865  -0.08133896 -0.32495594],[0.24813539],[-0.99795324 -0.06394825 -0.34873986]
[0.07912809 0.99686444 0.62156135],[-0.9432445],[0.0178238  0.99984115 1.227723  ]
[ 0.04105452 -0.9991569  -0.62942916],[1.1044474],[-0.01958918 -0.99980813 -1.2131298 ]
[ 0.9612586  0.2756483 -0.6213878],[1.7731558],[ 0.96328115  0.2684948  -0.14867821]
[ 0.9723161  -0.23366946  0.11561002],[1.9155163],[ 0.9749132  -0.22258545  0.22768536]
[0.875704  0.4828484 0.7726536],[1.0085989],[0.84286636 0.5381229  1.2860796 ]
[-0.82883203  0.5594975  -0.2964385 ],[1.6494514],[-0.83905673  0.54404396  0.37060234]
[-0.49583542 -0.8684165   0.0549365 ],[1.1493046],[-0.5141322  -0.85771096 -0.42398018]
[0.4004266  0.91632885 0.25819525],[-1.6458988],[0.3681835 0.9297531 0.6985571]
[-0.9413041   0.33755982 -0.6686511 ],[-0.7291077],[-0.93212265  0.3621428  -0.5248474 ]
[0.6049653  0.79625183 0.06232643],[0.313543],[0.57646424 0.8171224  0.7065467 ]
[0.78733516 0.6165252  0.41560152],[1.1935372],[0.7536668  0.65725666 1.057026  ]
[-0.879211    0.47643253 -0.45668933],[0.85562855],[-0.87990046  0.47515807  0.02897935]
[-0.7327619   0.68048507 -0.23464607],[0.5058139],[-0.74461067  0.667499    0.3515898 ]
[-0.98666257 -0.1627791  -0.46453354],[0.67703325],[-0.9903199  -0.1388039  -0.48506287]
[-0.9977424  -0.06715672 -0.85667676],[-1.2205188],[-0.99991935 -0.01270086 -1.0901221 ]
[-0.6233284  0.7819602  0.5068809],[1.6029016],[-0.67405254  0.73868346  1.3337862 ]
[ 0.05132957 -0.9986818  -0.98879737],[-0.84136635],[-0.04183633 -0.99912447 -1.8640137 ]
[ 0.17327687 -0.9848732  -0.97775894],[-0.8057931],[ 0.08219891 -0.99661595 -1.8372828 ]
[0.75919026 0.6508688  0.6570288 ],[-1.9568946],[0.7307949  0.6825971  0.85164624]
[-0.00140639 -0.999999    0.28186068],[-1.4291732],[-0.03552464 -0.9993688  -0.68251455]
[-0.9621826   0.27240533 -0.38381615],[-1.187431],[-0.9571581   0.28956595 -0.3576268 ]
[0.96009105 0.27968758 0.3177449 ],[-1.2532461],[0.9552049  0.2959452  0.33952367]
[ 0.16206478 -0.9867801   0.475536  ],[1.9397702],[ 0.163368   -0.9865652   0.02641644]
[-0.9956853   0.09279455  0.8952806 ],[-0.0938056],[-0.99897015  0.04537238  0.95080566]
[0.3404686  0.9402559  0.90659535],[-1.6269583],[0.2754214  0.96132356 1.3677435 ]
[-0.62099665  0.78381324 -0.12464748],[0.2189361],[-0.6402443   0.76817137  0.49605283]
[-0.5991674 -0.8006238 -0.6576267],[-0.5505286],[-0.65145034 -0.7586913  -1.3406738 ]
[ 0.11721777  0.99310625 -0.2724865 ],[-0.04567964],[0.094074   0.99556524 0.4654912 ]
[ 0.7495669   0.6619286  -0.03318067],[-1.7635474],[0.74295264 0.669344   0.19873367]
[0.07332089 0.9973084  0.45657256],[-0.6616681],[0.01812057 0.9998358  1.1053036 ]
[ 0.27716106 -0.9608235   0.28790364],[-0.85630095],[ 0.25009677 -0.96822083 -0.5611591 ]
[-0.51919776  0.85465413  0.25617334],[-0.9736299],[-0.5509215   0.83455706  0.75111943]
[-0.34044737 -0.94026357 -0.03292161],[-1.1216916],[-0.38269472 -0.92387486 -0.906373  ]
[-0.96761405  0.25243425 -0.7909925 ],[1.9056762],[-0.9635075   0.26768154 -0.3158154 ]
[-0.9202355  -0.391365    0.41302112],[-0.39726877],[-0.91905916 -0.39411965  0.05990705]
[0.6173091  0.7867207  0.48855266],[0.39419055],[0.57158124 0.8205455  1.1377218 ]
[0.9859571  0.16699874 0.8728895 ],[-0.3091462],[0.9768967  0.21371204 0.9517666 ]
[-0.9997094  -0.02410486  0.84362334],[-0.69874084],[-0.9981919  -0.06010761  0.7207336 ]
[ 0.36206853  0.9321515  -0.9199034 ],[1.9617972],[0.3586414  0.93347543 0.07347979]
[ 0.53875107  0.842465   -0.9601409 ],[-1.1195403],[ 0.5594857  0.82884   -0.4962232]
[-0.9793131  0.202351   0.7806147],[1.1215708],[-0.98896044  0.14817962  1.1006136 ]
[ 0.3286934   0.94443667 -0.836262  ],[1.0545424],[0.3272647  0.9449327  0.03024689]
[ 0.9108701  -0.4126933   0.34409824],[-1.4330329],[ 0.90711105 -0.42089137 -0.18037665]
[ 0.12401997  0.9922797  -0.22625881],[-1.0053859],[0.10578467 0.99438906 0.3671431 ]
[-0.2868135  -0.9579864  -0.23330784],[-1.2892739],[-0.34116724 -0.9400026  -1.1451887 ]
[-0.99487185 -0.10114345 -0.36688602],[1.8001297],[-0.9957082  -0.09254786 -0.17272416]
[-0.9805747   0.19614579  0.55328053],[0.4816895],[-0.9874188   0.15812713  0.7726433 ]
[ 0.91438717 -0.4048409   0.44650495],[-1.7293481],[ 0.9120129  -0.41016155 -0.11652792]
[ 0.10721298 -0.99423605  0.76272523],[1.4706534],[ 0.11901895 -0.99289197  0.23764622]
[-0.7286047  -0.6849345   0.25679868],[0.5601571],[-0.7344979  -0.678611   -0.17287861]
[ 0.5834681   0.81213605 -0.8056646 ],[-0.02498212],[ 0.59157264  0.8062517  -0.20030989]
[-0.10479514  0.99449384 -0.2794596 ],[0.58315694],[-0.13229316  0.99121064  0.5538843 ]
[-0.46411002 -0.8857776  -0.7352017 ],[-1.0252764],[-0.53143686 -0.8470979  -1.5533264 ]
[-0.49404347 -0.8694372  -0.6032386 ],[-0.7927783],[-0.5525712  -0.83346575 -1.3742332 ]
[ 0.21068999 -0.97755295 -0.79709077],[0.66642416],[ 0.14030172 -0.9901088  -1.4302919 ]
[ 0.9966145  -0.08221652 -0.33895522],[0.4566524],[ 0.9951119  -0.0987542  -0.33211976]
[0.28463644 0.95863557 0.3907933 ],[0.6300491],[0.22643231 0.9740269  1.2042773 ]
[ 0.79604524  0.60523707 -0.18967855],[-0.224562],[0.78901523 0.6143737  0.23056497]
[-0.1655446   0.9862023  -0.45622343],[1.5342908],[-0.19081153  0.9816267   0.5135719 ]
[-0.50679356 -0.86206746 -0.80925333],[-1.9661905],[-0.5802192  -0.81446034 -1.7507325 ]
[-0.21198934 -0.977272   -0.46664885],[-0.82627326],[-0.27615124 -0.96111417 -1.3235438 ]
[-0.5449055  -0.83849746 -0.05093811],[1.4547211],[-0.5641113  -0.8256988  -0.46160308]
[ 0.00626943 -0.99998033  0.10404786],[-1.3451545],[-0.0361082  -0.99934787 -0.84771055]
[-0.53797066  0.8429636   0.43491286],[-1.1499152],[-0.5751278   0.8180636   0.89464825]
[0.05820511 0.99830467 0.92303896],[-1.0438442],[-0.01752062  0.9998465   1.5151908 ]
[-0.6337387  -0.77354723 -0.90644675],[-0.03472631],[-0.6896225 -0.724169  -1.4918162]
[-0.57299256  0.8195606  -0.58589894],[-1.2992079],[-0.56616604  0.8242912  -0.1661097 ]
[-0.71603626  0.6980631   0.14474873],[0.84856904],[-0.7432308  0.6690351  0.7955814]
[-0.8267005   0.5626422   0.04289531],[0.51304287],[-0.8416382  0.5400418  0.5418334]
[0.99976736 0.02156947 0.79831386],[1.8179686],[0.99711865 0.07585751 1.0871862 ]
[ 0.00160937  0.9999987  -0.13739617],[-1.185782],[-0.02012605  0.99979746  0.43473557]
[-0.46522757  0.88519114 -0.59316117],[-0.08636269],[-0.46778286  0.8838434   0.05777775]
[0.4121858  0.91109985 0.7231157 ],[-1.8456998],[0.36009762 0.9329146  1.1295856 ]
[-0.780651   -0.6249673  -0.68598646],[-0.7790424],[-0.8187814  -0.57410544 -1.2715683 ]
[ 0.46291953  0.8864003  -0.42296863],[-0.5536089],[0.45586744 0.89004767 0.15879026]
[-0.1285205  -0.99170685  0.01198695],[0.27201504],[-0.16270001 -0.98667556 -0.6909909 ]
[ 0.991016   -0.13374373  0.39017427],[1.6665303],[ 0.99426454 -0.10694847  0.539846  ]
[ 0.01089904 -0.9999406  -0.3269986 ],[-0.82154477],[-0.0490903 -0.9987943 -1.2001858]
[ 0.99957657 -0.02909697 -0.45684105],[-1.8348157],[ 0.99777    -0.06674573 -0.75388616]
[ 0.7944769  0.6072943 -0.5803512],[-1.7572904],[ 0.80612224  0.5917491  -0.38847402]
[-0.9999585 -0.0091095 -0.6211176],[-0.05245443],[-0.9997428   0.02267932 -0.6358179 ]
[ 0.8085914  0.5883705 -0.3182269],[1.2008046],[0.79958004 0.60055953 0.3031717 ]
[ 0.41924658 -0.9078724   0.11389324],[1.5243621],[ 0.40382808 -0.9148349  -0.33835676]
[0.31274253 0.9498379  0.03378204],[0.89274895],[0.27065697 0.96267587 0.88007283]
[ 0.77473325 -0.6322882  -0.66489   ],[0.09912758],[ 0.7379862  -0.67481583 -1.1242371 ]
[0.9707184 0.2402204 0.2782389],[-0.78989685],[0.9664956  0.25668323 0.3399197 ]
[0.02241428 0.99974877 0.77511775],[-0.38472724],[-0.05092282  0.9987026   1.4672203 ]
[ 0.9986307  -0.05231319 -0.8354713 ],[1.131017],[ 0.99616647 -0.08747781 -0.7050536 ]
[ 0.7142714 -0.6998688  0.5498541],[-0.75449646],[ 0.7111773 -0.7030127 -0.088222 ]
[-0.07735153  0.99700385  0.8011825 ],[1.8197131],[-0.16772695  0.98583347  1.8218924 ]
[ 0.55650413 -0.8308448   0.8447321 ],[-0.0619697],[ 0.5652922  -0.8248908   0.21230301]
[ 0.38717514 -0.9220062  -0.87361556],[0.6318846],[ 0.31840736 -0.947954   -1.4703375 ]
[-0.8728768 -0.4879406  0.4161502],[1.9329545],[-0.86445266 -0.5027143   0.34013796]
[ 0.9794116  -0.2018734   0.39802143],[0.82717067],[ 0.98298484 -0.18368678  0.37069196]
[ 0.20777547 -0.97817653 -0.5695014 ],[-0.81319296],[ 0.13760659 -0.990487   -1.4251127 ]
[-0.4864715   0.87369645 -0.63055086],[0.28433567],[-0.48941186  0.8720528   0.06737181]
[-0.4448477  -0.8956062   0.57948226],[1.5707055],[-0.4384156  -0.89877236  0.14338341]
[-0.96801084  0.2509084   0.54411286],[-0.72749317],[-0.97535765  0.22062974  0.6231702 ]
[-0.98993933 -0.14149259  0.48412603],[1.7838191],[-0.9848572  -0.17336756  0.64557946]
[-0.9998795   0.01552581 -0.79863405],[0.25780427],[-0.9985989   0.05291766 -0.74831903]
[0.73976177 0.6728689  0.19687712],[0.25353158],[0.71438044 0.6997575  0.7395585 ]
[ 0.0013067  -0.99999917  0.04940031],[0.09064817],[-0.03303738 -0.99945414 -0.6870018 ]
[-0.02153538 -0.9997681  -0.21440046],[-1.1589313],[-0.07835994 -0.9969251  -1.1380662 ]
[-0.98046327 -0.19670233  0.98310333],[0.55715036],[-0.9703913  -0.24153838  0.9191491 ]
[ 0.32518843 -0.94564927  0.48625597],[1.490131],[ 3.2521388e-01 -9.4564050e-01  5.3867814e-04]
[-0.47026652 -0.88252443  0.4783783 ],[0.9167374],[-0.47229528 -0.8814404  -0.04600442]
[0.99993074 0.01177165 0.6504023 ],[-1.3244478],[0.99939454 0.03479309 0.4605639 ]
[ 0.33998004  0.94043267 -0.4427852 ],[0.10340451],[0.32687324 0.9450682  0.27804998]
[-0.9590899   0.2831018  -0.36867648],[-0.82681966],[-0.95502704  0.29651868 -0.28037307]
[0.64758366 0.76199436 0.57685345],[-1.3258314],[0.6106929 0.7918675 0.9494745]
[-0.5926521   0.80545855 -0.32586643],[-1.6304594],[-0.5940068   0.80446005  0.03365857]
[-0.69648093 -0.7175753  -0.03594778],[0.6594261],[-0.71333283 -0.7008254  -0.47521535]
[ 0.99937236  0.03542371 -0.35490283],[-0.8675346],[ 0.9999218   0.01250754 -0.45846525]
[-0.5915175  0.8062922 -0.9261339],[-1.672404],[-0.56820744  0.82288533 -0.57227534]
[-0.76176745 -0.6478506   0.7635477 ],[-1.9530172],[-0.7622626  -0.64726794 -0.01529281]
[0.8050933  0.59314823 0.06724604],[-0.0851263],[0.79003483 0.61306196 0.49933827]
[ 0.99969506  0.0246933  -0.4381928 ],[-0.4779107],[ 1.0000000e+00  1.2783290e-04 -4.9135944e-01]
[ 0.9999345   0.01144394 -0.5676843 ],[1.5856531],[ 0.99998933 -0.00461847 -0.3212534 ]
[ 0.94685423  0.32166296 -0.714937  ],[-0.4150879],[ 0.9551331   0.29617703 -0.5359529 ]
[-0.98011166  0.19844683 -0.35155332],[0.12653768],[-0.9782472   0.20744249 -0.18373756]
[ 0.74342835 -0.6688156   0.8949958 ],[-0.4912726],[ 0.7540237  -0.65684724  0.3196932 ]
[ 0.01502294 -0.99988717 -0.22404294],[0.4131395],[-0.0305711  -0.9995326  -0.91198736]
[ 0.7743066   0.63281065 -0.46283656],[1.8532608],[0.76505744 0.643962   0.28976053]
[ 0.9456996  -0.3250421  -0.69243175],[-0.33422545],[ 0.928526   -0.37126738 -0.98634714]
[-0.87985766  0.47523734 -0.57621   ],[-0.6493008],[-0.8722106   0.48913053 -0.31717715]
[0.56626403 0.8242239  0.3299776 ],[0.47001785],[0.52356815 0.8519838  1.0186483 ]
[-0.17807306  0.98401725  0.5374999 ],[0.81386954],[-0.24634531  0.96918213  1.3975933 ]
[0.8768691  0.48072922 0.41387427],[0.6301901],[0.85516167 0.51836133 0.8689497 ]
[0.6455812  0.76369166 0.01457204],[-0.6886107],[0.62691075 0.7790911  0.48404917]
[ 0.97882617  0.20469324 -0.11479446],[1.0016781],[0.97684836 0.21393275 0.18897718]
[-0.89831877 -0.43934426  0.16820912],[0.12806858],[-0.9014174  -0.43295115 -0.14208877]
[-0.9085252  -0.41783002 -0.20793302],[-0.02288849],[-0.91917384 -0.39385203 -0.5247388 ]
[-0.02633148  0.9996533   0.60992444],[-0.44065973],[-0.0908872  0.9958612  1.2935654]
[-0.46401706 -0.88582623  0.4604461 ],[0.7071728],[-0.46834528 -0.8835455  -0.09784768]
[-0.95577985 -0.29408318  0.24763957],[-1.1612817],[-0.95791715 -0.28704482 -0.14711508]
[0.1992089  0.97995704 0.57016337],[1.0200528],[0.1272973 0.9918646 1.4581391]
[ 0.34594172 -0.938256   -0.2822567 ],[-0.0547399],[ 0.29889482 -0.95428604 -0.9941597 ]
[-0.5297391   0.8481606  -0.07618108],[-0.5199469],[-0.55002177  0.8351503   0.48194736]
[-6.325330e-01  7.745334e-01 -5.565648e-04],[0.90578425],[-0.65985805  0.7513903   0.7162111 ]
[ 0.39181063  0.9200459  -0.39679894],[-0.18287617],[0.3795488  0.92517173 0.26580405]
[-0.9546451  -0.29774612 -0.65541875],[-0.7656937],[-0.96825296 -0.24997237 -0.99358237]
[-0.7727174 -0.6347502 -0.8818956],[-1.144097],[-0.8189562 -0.573856  -1.5295728]
[-0.9969413  -0.07815369 -0.41430086],[1.071276],[-0.99803984 -0.06258132 -0.31222475]
[-0.9730403   0.23063523  0.74153185],[-0.73165965],[-0.9815304   0.19130595  0.8047593 ]
[0.36133635 0.9324355  0.86622876],[-0.01850009],[0.28744832 0.95779616 1.5627804 ]
[ 0.4338661   0.9009774  -0.87607646],[-0.64523005],[ 0.447203    0.8944325  -0.29712793]
[-0.17528635  0.9845175  -0.09132193],[-1.201393],[-0.19821797  0.980158    0.46685722]
[0.9023316  0.43104264 0.32037205],[1.3748068],[0.8832059  0.46898544 0.84987503]
[-0.36157224  0.9323441  -0.75000393],[0.8439749],[-0.36510554  0.93096614  0.07585037]
[-0.9998228  -0.01882401 -0.9075479 ],[-1.4127553],[-0.9992836  0.0378448 -1.1335791]
[-0.9766852  -0.21467642  0.8462702 ],[-1.1564413],[-0.9708725  -0.23959662  0.5117967 ]
[-0.06937198  0.99759084 -0.37528074],[-0.4130556],[-0.08487321  0.9963918   0.3109541 ]
[-0.6785817  -0.7345249   0.11763848],[-1.927958],[-0.70466614 -0.70953906 -0.7224489 ]
[-0.22562933 -0.97421324  0.25030047],[-1.2769141],[-0.25822437 -0.96608496 -0.6718966 ]
[-0.21042578  0.9776098  -0.4708766 ],[0.43340257],[-0.22639748  0.974035    0.32734117]
[ 0.06696512 -0.9977553  -0.22254358],[-1.0788894],[ 0.01038041 -0.9999461  -1.1326934 ]
[ 0.25881657 -0.96592647 -0.95644224],[-0.9698373],[ 0.16965413 -0.9855037  -1.8263627 ]
[ 0.40221068  0.91554713 -0.39839098],[-1.9247522],[ 4.022310e-01  9.155382e-01 -4.434719e-04]
[-0.23905608 -0.97100574 -0.08897051],[-0.21181512],[-0.2800474  -0.95998615 -0.8489971 ]
[ 0.9977942  -0.06638333 -0.9228005 ],[-0.51387924],[ 0.99293786 -0.11863561 -1.0496699 ]
[0.51542014 0.85693765 0.44173276],[0.16068394],[0.4671555 0.8841752 1.1085386]
[0.66598994 0.7459608  0.13709398],[-0.8636442],[0.64457643 0.76453984 0.5670179 ]
[0.49222657 0.8704671  0.06787714],[1.6109964],[0.4497871  0.8931358  0.96237695]
[-0.11838958  0.99296725 -0.16392669],[-1.9679768],[-0.1325567  0.9911754  0.2856022]
[ 0.64931566 -0.760519    0.19064908],[-0.8201568],[ 0.62999445 -0.77659965 -0.50276375]
